title,url,equipment,muscle,slug,instructions,difficulty,force,grips,mechanic
Bodyweight Ninety Ninety Hip Stretch,https://musclewiki.com/bodyweight/male/glutes/bodyweight-ninety-ninety-hip-stretch,bodyweight,glutes,bodyweight-ninety-ninety-hip-stretch,"[""Sit with one leg in front of you flat on the ground.\\"", ""While the other leg is to your side, also flat on the ground with your foot pointed backwards.\\"", ""Hold this position for the prescribed amount of time then change sides.\\""]",,,,
Bodyweight Single Leg Squat,https://musclewiki.com/bodyweight/male/glutes/bodyweight-single-leg-squat,bodyweight,glutes,bodyweight-single-leg-squat,"[""Stand on one leg, extend the other forward for balance.\\"", ""Lower into a squat, keeping your chest up and core tight.\\"", ""Press through your heel to stand back up, repeat.\\""]",,,,
Bodyweight Deficit Reverse Lunge,https://musclewiki.com/bodyweight/male/glutes/bodyweight-deficit-reverse-lunge,bodyweight,glutes,bodyweight-deficit-reverse-lunge,"[""Stand on a platform, feet hip-width apart.\\"", ""Step back, lowering knee toward floor, keeping chest upright and core engaged.\\"", ""Push through front foot, return to start.\\""]",,,,
Bodyweight Quad Stomp,https://musclewiki.com/bodyweight/male/glutes/bodyweight-quad-stomp,bodyweight,glutes,bodyweight-quad-stomp,"[""Place your foot on a plate or a low box.\\"", ""Put all of your weight on your front foot and lean forward.\\"", ""Lower until your calves touch your hamstrings and then extend back up.\\""]",,,,
Bodyweight Curtsy Deficit Lunge,https://musclewiki.com/bodyweight/male/glutes/bodyweight-curtsy-deficit-lunge,bodyweight,glutes,bodyweight-curtsy-deficit-lunge,"[""Stand on a platform, feet hip-width apart.\\"", ""Step back, lowering knee toward floor, keeping chest upright and core engaged.\\"", ""Push through front foot, return to start, keeping bar stable throughout.\\""]",,,,
Stability Ball Single Leg Hip Thrust,https://musclewiki.com/bodyweight/male/glutes/stability-ball-single-leg-hip-thrust,bodyweight,glutes,stability-ball-single-leg-hip-thrust,"[""Lie on the ball, one foot on the ground.\\"", ""Lift one leg off the ground and engage your glutes to raise your hips up towards the ceiling.\\"", ""From this starting position, slowly lower your hips back down to the starting position.\\""]",,,,
Stability Ball Straight Leg Glute Bridge,https://musclewiki.com/bodyweight/male/glutes/stability-ball-straight-leg-glute-bridge,bodyweight,glutes,stability-ball-straight-leg-glute-bridge,"[""Lie on your back, heels on a stability ball, legs straight, arms by your sides.\\"", ""Press through your heels, lift hips, engage glutes and core, forming a straight line.\\"", ""Slowly lower hips, maintaining control, then repeat for reps.\\""]",,,,
Stability Ball Glute Bridge,https://musclewiki.com/bodyweight/male/glutes/stability-ball-glute-bridge,bodyweight,glutes,stability-ball-glute-bridge,"[""Start by lying flat on your back with your feet resting on top of a ball.\\"", ""Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the bar.\\"", ""Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.\\""]",,,,
Stability Ball Hip Thrust,https://musclewiki.com/bodyweight/male/glutes/stability-ball-hip-thrust,bodyweight,glutes,stability-ball-hip-thrust,"[""Sit on the floor, place upper back on a stability ball, feet flat, knees bent.\\"", ""Drive hips upward by squeezing glutes, forming a straight line from shoulders to knees.\\"", ""Lower hips slowly without touching the floor, maintaining core engagement, then repeat.\\""]",,,,
Stability Ball Wall Squat,https://musclewiki.com/bodyweight/male/glutes/stability-ball-wall-squat,bodyweight,glutes,stability-ball-wall-squat,"[""Stand with feet shoulder-width apart, placing a stability ball between your lower back and wall.\\"", ""Slowly squat down by bending knees to 90 degrees, keeping back straight and core engaged.\\"", ""Press through heels, straighten legs, and return to standing while maintaining balance and control.\\""]",,,,
Machine Leg Press,https://musclewiki.com/machine/male/glutes/machine-leg-press,machine,glutes,machine-leg-press,"[""Place your legs on the platform with your feet at shoulder width.\\"", ""Release the weight and extend your legs fully, without locking your knees.\\"", ""Lower the weight until your legs are at a 90\u00b0 angle (but DO NOT allow your butt and lower back to rise off of the pad. This will put your lower back in a rounded position, which is very dangerous.)\\"", ""Raise the weight back to starting position.\\""]",,,,
Machine Hip Thrust,https://musclewiki.com/machine/male/glutes/machine-hip-thrust,machine,glutes,machine-hip-thrust,"[""Adjust the machine for your height, sit with your back against the pad, knees bent, feet flat on the platform.\\"", ""Brace your core, push through your heels, and extend your hips upwards, lifting the weight while squeezing your glutes.\\"", ""Lower the weight slowly back to the starting position, ensuring controlled movement; repeat for desired reps and sets.\\""]",,,,
Machine Hack Squat,https://musclewiki.com/machine/male/glutes/machine-hack-squat,machine,glutes,machine-hack-squat,"[""Position yourself in the hack squat machine with your back against the pad and shoulders under the shoulder pads.\\"", ""Place feet shoulder-width apart on the platform. Keep your back straight, and slowly lower into a squat position.\\"", ""Press through your heels to return to the starting position, keeping your core engaged. Repeat for desired reps and sets.\\""]",,,,
Machine Horizontal Sissy Leg Press,https://musclewiki.com/machine/male/glutes/machine-horizontal-sissy-leg-press,machine,glutes,machine-horizontal-sissy-leg-press,"[""Place your feet at the bottom the platform at shoulder width. Lift your heels up.\\"", ""Press against the platform and extend your legs fully, without locking your knees.\\"", ""Lower the weight until your legs are at a 90\u00b0 angle (but DO NOT allow your butt and lower back to rise off of the pad. This will put your lower back in a rounded position, which is very dangerous.)\\"", ""Raise the weight back to starting position.\\""]",,,,
Machine Horizontal Leg Press,https://musclewiki.com/machine/male/glutes/machine-horizontal-leg-press,machine,glutes,machine-horizontal-leg-press,"[""Place your legs on the platform with your feet at shoulder width.\\"", ""Release the weight and extend your legs fully, without locking your knees.\\"", ""Lower the weight until your legs are at a 90\u00b0 angle (but DO NOT allow your butt and lower back to rise off of the pad. This will put your lower back in a rounded position, which is very dangerous.)\\"", ""Raise the weight back to starting position.\\""]",,,,
Machine Hip Abduction,https://musclewiki.com/machine/male/glutes/machine-hip-abduction,machine,glutes,machine-hip-abduction,"[""Adjust machine settings to fit your height. Sit with back flat against pad, legs together.\\"", ""Slowly press legs apart against resistance. Pause at peak.\\"", ""Slowly return legs to starting position. Repeat for desired reps.\\""]",,,,
Machine Hip And Glute Abduction,https://musclewiki.com/machine/male/glutes/machine-hip-and-glute-abduction,machine,glutes,machine-hip-and-glute-abduction,"[""Stand on the platform and set the pad just over the opposing hip of the working leg.\\"", ""Place the working leg over the pad.\\"", ""Press your leg outward. Aim to get the longest range of motion possible.\\""]",,,,
Machine Hip And Glute Kickback,https://musclewiki.com/machine/male/glutes/machine-hip-and-glute-kickback,machine,glutes,machine-hip-and-glute-kickback,"[""Stand on the platform and sideways on the machine.\\"", ""Place the pad at just above hip height. Place the working leg over the pad.\\"", ""Extend the working leg backwards and flex your glute at the end of each rep.\\""]",,,,
Machine Pendulum Squat,https://musclewiki.com/machine/male/glutes/machine-pendulum-squat,machine,glutes,machine-pendulum-squat,"[""Position yourself in the pendulum squat machine with your back against the pad and shoulders under the shoulder pads.\\"", ""Place feet shoulder-width apart on the platform. Keep your back straight, and slowly lower into a squat position.\\"", ""Press through your heels to return to the starting position, keeping your core engaged. Repeat for desired reps and sets.\\""]",,,,
Machine Single Leg Leg Press,https://musclewiki.com/machine/male/glutes/machine-single-leg-leg-press,machine,glutes,machine-single-leg-leg-press,"[""This particular leg press has two separate foot plates. There are holding pins on both sides. Engage the pin on one side.\\"", ""Lower the weight but stop before your lower back begins to round.\\"", ""Press back to the starting position.\\""]",,,,
Machine Squat Press,https://musclewiki.com/machine/male/glutes/machine-squat-press,machine,glutes,machine-squat-press,"[""Place your legs on the platform with your feet at shoulder width.\\"", ""Release the weight and extend your legs fully, without locking your knees.\\"", ""Lower the weight until your legs are at a 90\u00b0 angle (but DO NOT allow your butt and lower back to rise off of the pad. This will put your lower back in a rounded position, which is very dangerous.)\\"", ""Raise the weight back to starting position.\\""]",,,,
Machine Plate Loaded Hip Thrust,https://musclewiki.com/machine/male/glutes/machine-plate-loaded-hip-thrust,machine,glutes,machine-plate-loaded-hip-thrust,"[""Adjust the machine for your height, sit with your back against the pad, knees bent, feet flat on the platform.\\"", ""Brace your core, push through your heels, and extend your hips upwards, lifting the weight while squeezing your glutes.\\"", ""Lower the weight slowly back to the starting position, ensuring controlled movement; repeat for desired reps and sets.\\""]",,,,
Horizontal Hack Squat,https://musclewiki.com/machine/male/glutes/horizontal-hack-squat,machine,glutes,horizontal-hack-squat,"[""Position yourself in the hack squat machine with your back against the pad and shoulders under the shoulder pads.\\"", ""Place feet shoulder-width apart on the platform.\\"", ""Press through your heels to the starting position, keeping your core engaged. Repeat for desired reps and sets.\\""]",,,,
Machine Glute Kickback,https://musclewiki.com/machine/male/glutes/machine-glute-kickback,machine,glutes,machine-glute-kickback,"[""Grab the handles, place one knee on the pad, and the foot of the working leg on the foot plate.\\"", ""Push your working leg back until you feel your glute contract, then return to the starting position without resting the weights.\\""]",,,,
Gluteator,https://musclewiki.com/machine/male/glutes/gluteator,machine,glutes,gluteator,"[""Sit on the seat upright with your knees placed on the pads and your feet on the foot pads.\\"", ""Push your legs outwards and backwards and flex your glutes.\\""]",,,,
Vertical Leg Press,https://musclewiki.com/machine/male/glutes/vertical-leg-press,machine,glutes,vertical-leg-press,"[""Lay on the pad and place your feet on the foot plate.\\"", ""Lift the plate up and disengage the holding hook.\\"", ""Lower the weight. Stop before your lower back rounds off the pad.\\"", ""Press the weight back to the starting position.\\""]",,,,
Machine Belt Squat,https://musclewiki.com/machine/male/glutes/machine-belt-squat,machine,glutes,machine-belt-squat,"[""Put the belt around your waist and hook the end of the belt onto the machines.\\"", ""Stand up to disengage the holding mechanism. Hold the arms while you squat.\\"", ""Once you've completed your set, reset the holding mechanism.\\""]",,,,
Medicine Ball Clean And Press Slam,https://musclewiki.com/medicine-ball/male/glutes/clean-and-press-slam,medicine-ball,glutes,clean-and-press-slam,"[""Hold the medicine ball with an overhand grip.\\"", ""Lift the ball explosively, clean it to shoulder height.\\"", ""Press the ball overhead, then slam it to the ground.\\""]",,,,
Medicine Ball Ball Headlock Squat,https://musclewiki.com/medicine-ball/male/glutes/ball-headlock-squat,medicine-ball,glutes,ball-headlock-squat,"[""Stand with feet shoulder-width apart, holding medicine ball close.\\"", ""Squat down, keeping ball close to head and chest.\\"", ""Stand back up, squeezing glutes. Repeat for desired reps.\\""]",,,,
Medicine Ball Ball Offset Squat,https://musclewiki.com/medicine-ball/male/glutes/ball-offset-squat,medicine-ball,glutes,ball-offset-squat,"[""Hold medicine ball at one shoulder, feet shoulder-width apart.\\"", ""Squat down, keeping ball on same side throughout movement.\\"", ""Stand back up, squeezing glutes. Repeat on other side.\\""]",,,,
Medicine Ball Overhead Reverse Lunge,https://musclewiki.com/medicine-ball/male/glutes/overhead-reverse-lunge,medicine-ball,glutes,overhead-reverse-lunge,"[""Hold medicine ball overhead.\\"", ""Step back into lunge position.\\"", ""Return to starting position. Repeat on other leg.\\""]",,,,
Medicine Ball Overhead Squat,https://musclewiki.com/medicine-ball/male/glutes/overhead-squat,medicine-ball,glutes,overhead-squat,"[""Hold medicine ball overhead.\\"", ""Squat down, keeping back straight.\\"", ""Stand back up. Repeat for desired reps.\\""]",,,,
Medicine Ball Reverse Lunge,https://musclewiki.com/medicine-ball/male/glutes/reverse-lunge,medicine-ball,glutes,reverse-lunge,"[""Hold medicine ball at chest.\\"", ""Step back into lunge position.\\"", ""Return to starting position. Repeat on other leg.\\""]",,,,
Medicine Ball Reverse Lunge Twist,https://musclewiki.com/medicine-ball/male/glutes/reverse-lunge-twist,medicine-ball,glutes,reverse-lunge-twist,"[""Hold medicine ball at chest.\\"", ""Step back into lunge position, extend your arms, twist torso.\\"", ""Return to starting position. Repeat on other leg.\\""]",,,,
Medicine Ball Self Toss,https://musclewiki.com/medicine-ball/male/glutes/self-toss,medicine-ball,glutes,self-toss,"[""Toss medicine ball up, catch with both hands.\\"", ""Repeat toss and catch for desired reps.\\""]",,,,
Medicine Ball Squat Reach,https://musclewiki.com/medicine-ball/male/glutes/squat-reach,medicine-ball,glutes,squat-reach,"[""Hold medicine ball at chest.\\"", ""Squat down, reach ball to one side.\\"", ""Stand up and repeat reach on other side.\\""]",,,,
Medicine Ball Wall Ball,https://musclewiki.com/medicine-ball/male/glutes/wall-ball,medicine-ball,glutes,wall-ball,"[""Hold medicine ball at chest, facing wall.\\"", ""Squat down, then throw ball at wall.\\"", ""Catch and repeat for desired reps.\\""]",,,,
Kettlebell Glute Bridge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-glute-bridge,kettlebells,glutes,kettlebell-glute-bridge,"[""Laying on the floor with your knees bent and feet firmly on the floor, rest the kettlebell on your pelvis.\\"", ""Pushing through the legs and keeping the core muscles engaged, raise your pelvis off the floor until your stomach, pelvis and thighs make a straight line.\\"", ""Slowly lower to the ground to the starting position and repeat.\\""]",,,,
Kettlebell Single Leg Glute Bridge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-single-leg-glute-bridge,kettlebells,glutes,kettlebell-single-leg-glute-bridge,"[""Laying on the floor with one knee bent with the foot firmly on the floor and one leg extended, rest the kettlebell on your pelvis.\\"", ""Pushing through the bent leg and keeping the core muscles engaged, raise your pelvis and the extended leg off the floor until your stomach, pelvis and thighs make a straight line.\\"", ""Slowly lower to the ground to the starting position and repeat.\\""]",,,,
Kettlebell Hip Thrust,https://musclewiki.com/kettlebells/male/glutes/kettlebell-hip-thrust,kettlebells,glutes,kettlebell-hip-thrust,"[""Sitting on the floor with your knees bent and feet planted firmly on the floor, lean your back against the bench.\\"", ""Resting the kettlebell on your pelvis, raise your pelvis until your stomach, pelvis and thighs are in line.\\"", ""Slowly lower until you are in the starting position and repeat.\\""]",,,,
Kettlebell Single Leg Hip Thrust,https://musclewiki.com/kettlebells/male/glutes/kettlebell-single-leg-hip-thrust,kettlebells,glutes,kettlebell-single-leg-hip-thrust,"[""Sitting on the floor with one knee bent with the foot firmly on the floor and one leg extended, lean your back against the bench.\\"", ""Resting the kettlebell on your pelvis, raise your pelvis until your stomach, pelvis and thighs are in line.\\"", ""Slowly lower until you are in the starting position and repeat.\\""]",,,,
Kettlebell Step Up,https://musclewiki.com/kettlebells/male/glutes/kettlebell-step-up,kettlebells,glutes,kettlebell-step-up,"[""Standing up straight, using a bench as a step, raise one foot onto the bench and hold the kettlebell in the same arm as the straight leg.\\"", ""Stand and bring both feet onto the bench. Slowly lower your leg back down to the starting position.\\""]",,,,
Kettlebell Goblet Squat,https://musclewiki.com/kettlebells/male/glutes/kettlebell-goblet-squat,kettlebells,glutes,kettlebell-goblet-squat,"[""Hold the weight tucked into your upper chest area, keeping your elbows in. Your feet should be slightly wider than your shoulders.\\"", ""Sink down into the squat, keeping your elbows inside the track of your knees.\\"", ""Push through your heels while keeping your chest up and return to the starting position.\\""]",,,,
Kettlebell Heels Up Goblet Squat,https://musclewiki.com/kettlebells/male/glutes/kettlebell-heels-up-goblet-squat,kettlebells,glutes,kettlebell-heels-up-goblet-squat,"[""Hold the weight tucked into your upper chest area, keeping your elbows in. Your feet should be slightly wider than your shoulders and the heels slightly raised on a surface.\\"", ""Sink down into the squat, keeping your elbows inside the track of your knees.\\"", ""Push through your heels while keeping your chest up and return to the starting position.\\""]",,,,
Kettlebell Single Arm Reverse Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-single-arm-reverse-lunge,kettlebells,glutes,kettlebell-single-arm-reverse-lunge,"[""Stand straight with your feet slightly apart and hold a kettlebell in one hand.\\"", ""Bring the same leg as the arm holding the kettlebell behind you, squat down until your back knee touches the ground, keeping your back straight.\\"", ""Return to the starting position and repeat.\\""]",,,,
Kettlebell Single Arm Forward Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-single-arm-forward-lunge,kettlebells,glutes,kettlebell-single-arm-forward-lunge,"[""Stand straight with your feet slightly apart and hold a kettlebell in one hand.\\"", ""Bring the same leg as the arm holding the kettlebell in front of you, squat down until your thigh is parallel to the ground, keeping your back straight.\\"", ""Return to the starting position and repeat.\\""]",,,,
Kettlebell Lateral Lunge (Single),https://musclewiki.com/kettlebells/male/glutes/kettlebell-lateral-lunge-single,kettlebells,glutes,kettlebell-lateral-lunge-single,"[""Stand straight with your feet shoulder width apart. Keep your back straight and hold the kettlebell in front of your pelvis.\\"", ""Take a large step to one side, holding the kettlebell low and lunge into the bent leg.\\"", ""Return to the starting position and repeat\\""]",,,,
Kettlebell Clean And Press,https://musclewiki.com/kettlebells/male/glutes/kettlebell-clean-and-press,kettlebells,glutes,kettlebell-clean-and-press,"[""Start with kettlebells between legs.\\"", ""Swing kettlebells up to shoulder.\\"", ""Press kettlebells overhead.\\""]",,,,
Kettlebell Snatch (Double),https://musclewiki.com/kettlebells/male/glutes/kettlebell-snatch-double,kettlebells,glutes,kettlebell-snatch-double,"[""Begin with a two kettlebells between your legs, hinge at hips, then swing it upwards explosively.\\"", ""As they rise, lock out arm overhead, wrist straight.\\"", ""Control the descent, then repeat.\\""]",,,,
Kettlebell Figure Four Hip Thrust,https://musclewiki.com/kettlebells/male/glutes/kettlebell-figure-four-hip-thrust,kettlebells,glutes,kettlebell-figure-four-hip-thrust,"[""Begin seated, kettlebell on hips.\\"", ""Lift hips, form figure four leg shape.\\"", ""Lower, repeat thrusts.\\""]",,,,
Kettlebell Forward Lunge (Double),https://musclewiki.com/kettlebells/male/glutes/kettlebell-forward-lunge-double,kettlebells,glutes,kettlebell-forward-lunge-double,"[""Hold kettlebell at your side.\\"", ""Step forward, lunge, and return.\\"", ""Repeat with opposite leg.\\""]",,,,
Kettlebell Lateral Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-lateral-lunge,kettlebells,glutes,kettlebell-lateral-lunge,"[""Hold kettlebells in front of you.\\"", ""Step sideways, lunge down and let the kettlebells land between your legs.\\"", ""Push off, return to start. Repeat.\\""]",,,,
Kettlebell Reverse Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-reverse-lunge,kettlebells,glutes,kettlebell-reverse-lunge,"[""Hold kettlebells at your side.\\"", ""Step backward, lower body.\\""]",,,,
Kettlebell Single Arm Clean And Press,https://musclewiki.com/kettlebells/male/glutes/kettlebell-single-arm-clean-and-press,kettlebells,glutes,kettlebell-single-arm-clean-and-press,"[""Begin with the kettlebell between your legs.\\"", ""Hinge at your hips, and lift to shoulder, then press overhead.\\""]",,,,
Kettlebell Single Arm Curtsy Lunge,https://musclewiki.com/kettlebells/male/glutes/Kettlebell-single-arm-curtsy-lunge,kettlebells,glutes,Kettlebell-single-arm-curtsy-lunge,[],,,,
Kettlebell Single Arm Front Rack Reverse Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebells-single-arm-front-rack-reverse-lunge,kettlebells,glutes,kettlebells-single-arm-front-rack-reverse-lunge,"[""Hold kettlebell in front rack position.\\"", ""Step backward, lunge. Bring your back knee to the floor.\\"", ""Extend your knee back into the starting position.\\""]",,,,
Kettlebell Single Arm Snatch,https://musclewiki.com/kettlebells/male/glutes/kettlebells-single-arm-snatch,kettlebells,glutes,kettlebells-single-arm-snatch,"[""Stand with feet shoulder-width apart, kettlebell between legs.\\"", ""Squat, grip kettlebell, explode hips, and lift kettlebell overhead.\\"", ""Lower kettlebell safely to start position.\\""]",,,,
Kettlebell Step Up Double,https://musclewiki.com/kettlebells/male/glutes/kettlebell-step-up-double,kettlebells,glutes,kettlebell-step-up-double,"[""Standing up straight, using a bench as a step, raise one foot onto the bench and hold the kettlebell in the same arm as the straight leg.\\"", ""Stand and bring both feet onto the bench. Slowly lower your leg back down to the starting position.\\""]",,,,
Kettlebell Single Arm Step Up Balance,https://musclewiki.com/kettlebells/male/glutes/kettlebell-single-arm-step-up-balance,kettlebells,glutes,kettlebell-single-arm-step-up-balance,"[""Begin by standing in front of a sturdy box or bench that is about knee-height, holding a kettlebell in one hand\\"", ""Place your right foot on the box and push through the heel to lift your body up and onto the box, keeping your left foot off the ground.\\"", ""Step back down with your right foot, lowering your left foot to the ground.\\""]",,,,
Kettlebell Kickstand Squat,https://musclewiki.com/kettlebells/male/glutes/kettlebell-kickstand-squat,kettlebells,glutes,kettlebell-kickstand-squat,"[""Stand with feet hip-width apart, one foot slightly behind. Hold kettlebell in a goblet position.\\"", ""Lower into a squat, keeping weight on front heel.\\"", ""Return to standing, engaging glutes and core.\\""]",,,,
Kettlebell Swing Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-swing-lunge,kettlebells,glutes,kettlebell-swing-lunge,"[""Stand with your feet shoulder-width. Kettlebell at your side.\\"", ""Step forward with your right foot and bend both knees to lower your body until your right thigh is parallel to the ground.\\"", ""Push off your right foot to return to the starting position.\\"", ""Step back with the same leg until the back knee taps the floor.\\""]",,,,
Kettlebell Alternating Curtsy Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-alternating-curtsy-lunge,kettlebells,glutes,kettlebell-alternating-curtsy-lunge,"[""Hold a kettlebell at your chest, feet hip-width apart.\\"", ""Step one leg diagonally back into a lunge.\\"", ""Alternate legs, keeping your chest up and core engaged.\\""]",,,,
Kettlebell Alternating Lateral Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-alternating-lateral-lunge,kettlebells,glutes,kettlebell-alternating-lateral-lunge,"[""Hold one kettlebell with one or both hands, feet hip-width apart.\\"", ""Step out to one side, bending the knee.\\"", ""Push off, return to center, then switch sides.\\""]",,,,
Kettlebell Alternating Reverse Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-alternating-reverse-lunge,kettlebells,glutes,kettlebell-alternating-reverse-lunge,"[""Hold two kettlebells by your side.\\"", ""Take a big step backwards with your left leg, lowering your body until your left thigh is parallel to the ground and your right knee is bent at a 90-degree angle.\\"", ""Push back up and switch legs, alternating each rep.\\""]",,,,
Kettlebell Alternating Forward Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-alternating-forward-lunge,kettlebells,glutes,kettlebell-alternating-forward-lunge,"[""Stand tall, holding kettlebells by your sides, feet hip-width apart.\\"", ""Step forward with one leg, lowering until both knees form 90\u00b0 angles.\\"", ""Push through front foot, return to start, and switch legs.\\""]",,,,
Kettlebell Assisted Bulgarian Split Squat,https://musclewiki.com/kettlebells/male/glutes/kettlebell-assisted-bulgarian-split-squat,kettlebells,glutes,kettlebell-assisted-bulgarian-split-squat,"[""Grab a stick of some sort or hold onto something stable (rack, bench).\\"", ""Grab a box that is knee height or slightly lower.\\"", ""Hold the stick in your right arm, kettlebell in the other and put your right leg on the box.\\"", ""Begin your squat by breaking at the knees. Get your knee close to the floor or all the way to the floor. Make sure to keep your chest tall.\\""]",,,,
Kettlebell Front Rack Deficit Reverse Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-front-rack-deficit-reverse-lunge,kettlebells,glutes,kettlebell-front-rack-deficit-reverse-lunge,"[""Stand on a platform, kettlebells in front rack position, feet hip-width apart.\\"", ""Step back, lowering knee toward floor, keeping chest upright and core engaged.\\"", ""Push through front foot, return to start.\\""]",,,,
Kettlebell Deficit Reverse Lunge,https://musclewiki.com/kettlebells/male/glutes/kettlebell-deficit-reverse-lunge,kettlebells,glutes,kettlebell-deficit-reverse-lunge,"[""Stand on a platform, kettlebells in each hand, feet hip-width apart.\\"", ""Step back, lowering knee toward floor, keeping chest upright and core engaged.\\"", ""Push through front foot, return to start.\\""]",,,,
Kettlebell Quad Stomp,https://musclewiki.com/kettlebells/male/glutes/kettlebell-quad-stomp,kettlebells,glutes,kettlebell-quad-stomp,"[""Place your foot on a plate or a low box. Hold two kettlebells in each hand.\\"", ""Put all of your weight on your front foot and lean forward.\\"", ""Lower until your calves touch your hamstrings and then extend back up.\\""]",,,,
Glutes Stretch Variation Three,https://musclewiki.com/stretches/male/glutes/glutes-stretch-variation-three,stretches,glutes,glutes-stretch-variation-three,"[""Lay flat and bring your left leg to 90 degrees.\\"", ""Hold your left leg with both hands and slowly rotate your hips to the right hand side.\\"", ""Hold at the peak of the stretch, then slowly return to starting position.\\"", ""Switch sides and repeat.\\""]",,,,
Glutes Stretch Variation Two,https://musclewiki.com/stretches/male/glutes/glutes-stretch-variation-two,stretches,glutes,glutes-stretch-variation-two,"[""Sit on the ground and lay one leg flat and the other over the top.\\"", ""Hold your leg with the same side arm and slowly rotate your hips and back.\\"", ""Hold at the peak of the stretch, then slowly return to starting position.\\"", ""Switch sides and repeat.\\""]",,,,
Glutes Stretch Variation One,https://musclewiki.com/stretches/male/glutes/glutes-stretch-variation-one,stretches,glutes,glutes-stretch-variation-one,"[""On your front, place one leg forward and then stretch out the same side arm across the mat/floor.\\"", ""Fully extend your leg and arm.\\"", ""Hold at the peak of the stretch, then slowly return to starting position.\\"", ""Switch sides and repeat.\\""]",,,,
Cable Split Squat,https://musclewiki.com/cables/male/glutes/cable-split-squat,cables,glutes,cable-split-squat,"[""You can use a straight or EZ bar on this exercise. Cable should be set all to the bottom.\\"", ""Grab the attachment and walk back a few steps. Take a split stance. One leg in front and one behind.\\"", ""Break at the knees and hips to initiate the split squat. Make sure your back knee touches the floor.\\"", ""Squat back up into a standing position.\\""]",,,,
Cable Standing Hip Abduction,https://musclewiki.com/cables/male/glutes/cable-standing-hip-abduction,cables,glutes,cable-standing-hip-abduction,"[""Use an ankle attachment. Cable should be set all the way to the bottom.\\"", ""Face sideways with the ankle attachment on your outside leg. Walk a few steps away.\\"", ""Abduct at the hips and raise your leg out to the side.\\"", ""Return to the starting position and stop just short of your foot touching back to the ground (to keep tension on the muscle).\\""]",,,,
Cable Quadruped Hip Abduction,https://musclewiki.com/cables/male/glutes/cable-quadruped-hip-abduction,cables,glutes,cable-quadruped-hip-abduction,"[""Use an ankle attachment. Cable should be set all the way to the bottom.\\"", ""Take a quadruped position with the cable going across your planted leg.\\"", ""Abduct at the hips and raise your leg out to the side.\\"", ""Return to the starting position and stop just short of the cables touching back down (to keep tension on the muscle).\\""]",,,,
Cable Standing Hip Adduction,https://musclewiki.com/cables/male/glutes/cable-standing-hip-adduction,cables,glutes,cable-standing-hip-adduction,"[""Bring the cable all the way to the bottom of the stack. Use an ankle attachment.\\"", ""Keeping your feet together, move your legs out to the sides and then back to the midline of your body. Repeat for the desired number of repetitions.\\""]",,,,
Cable Standing Glute Kickback,https://musclewiki.com/cables/male/glutes/cable-standing-glute-kickback,cables,glutes,cable-standing-glute-kickback,"[""Use an ankle attachment. The cable should be set to the bottom of the crossover machine.\\"", ""Break at the knee, push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes.\\"", ""Then flex at the hips until you are back into your original position.\\""]",,,,
Cable Belt Split Squat,https://musclewiki.com/cables/male/glutes/cable-belt-split-squat,cables,glutes,cable-belt-split-squat,"[""Put on a dip belt and attach the strap/ chain to the cable's carabiner.\\"", ""Take a few steps back and take a split stance.\\"", ""Lower into a split squat, letting the weight pull you forward. As you squat back to the starting position push yourself backwards against the resistance.\\""]",,,,
Cable Belt Squat,https://musclewiki.com/cables/male/glutes/cable-belt-squat,cables,glutes,cable-belt-squat,"[""Put on a dip belt. Attach the strap/chain to the cable's carabiner.\\"", ""Take a few steps back. Begin to squat by flexing at the knees and hips.\\"", ""Let the weight pull you forward as you squat. Then push your toes through the front of your shoes as you squat back to the start position.\\""]",,,,
Band Spanish Squat,https://musclewiki.com/band/male/glutes/band-spanish-squat,band,glutes,band-spanish-squat,"[""Anchor a band to a stable point.\\"", ""Place the loops of the band behind your knees.\\"", ""Perform a normal squat and extend your knees against the band at the top.\\""]",,,,
Band Glute Kickback,https://musclewiki.com/band/male/glutes/band-glute-kickback,band,glutes,band-glute-kickback,"[""Get into a quadruped position. Loop the band around both of your wrists and one of your feet.\\"", ""Extend your knee and hip straight back until you feel like contraction in the glutes.\\"", ""Flex at the knee until back in the starting position.\\""]",,,,
